,c1,c2,c3,c4,c5,c6,c7,c8,c9,m,p,b
416,0,1,1,0,0,-1,0,0,-1,0,X,-XX--O--O
417,0,1,1,0,-1,0,0,0,-1,0,X,-XX-O---O
418,0,1,1,0,-1,0,0,-1,0,0,X,-XX-O--O-
419,0,1,1,0,-1,0,-1,0,0,0,X,-XX-O-O--
420,0,1,1,0,-1,-1,0,0,0,0,X,-XX-OO---
421,0,1,1,-1,0,0,0,0,-1,0,X,-XXO----O
422,0,1,1,-1,-1,0,0,0,0,0,X,-XXOO----
423,-1,0,0,0,0,0,-1,1,1,3,X,O-----OXX
424,-1,0,0,0,0,0,1,-1,1,2,X,O-----XOX
425,-1,0,0,0,0,0,1,1,-1,4,X,O-----XXO
426,-1,0,0,0,0,-1,0,1,1,6,X,O----O-XX
427,-1,0,0,0,0,-1,1,0,1,7,X,O----OX-X
428,-1,0,0,0,0,-1,1,1,0,8,X,O----OXX-
429,-1,0,0,0,0,1,0,-1,1,2,X,O----X-OX
430,-1,0,0,0,0,1,0,1,-1,4,X,O----X-XO
431,-1,0,0,0,0,1,-1,0,1,2,X,O----XO-X
432,-1,0,0,0,0,1,-1,1,0,3,X,O----XOX-
433,-1,0,0,0,0,1,1,0,-1,4,X,O----XX-O
434,-1,0,0,0,0,1,1,-1,0,2,X,O----XXO-
435,-1,0,0,0,-1,0,0,1,1,6,X,O---O--XX
436,-1,0,0,0,-1,0,1,0,1,7,X,O---O-X-X
437,-1,0,0,0,-1,0,1,1,0,8,X,O---O-XX-
438,-1,0,0,0,-1,1,0,0,1,2,X,O---OX--X
439,-1,0,0,0,-1,1,0,1,0,8,X,O---OX-X-
440,-1,0,0,0,-1,1,1,0,0,8,X,O---OXX--
441,-1,0,0,0,1,0,0,-1,1,2,X,O---X--OX
442,-1,0,0,0,1,0,0,1,-1,1,X,O---X--XO
443,-1,0,0,0,1,0,-1,0,1,3,X,O---X-O-X
444,-1,0,0,0,1,0,-1,1,0,1,X,O---X-OX-
445,-1,0,0,0,1,0,1,0,-1,2,X,O---X-X-O
446,-1,0,0,0,1,0,1,-1,0,2,X,O---X-XO-
447,-1,0,0,0,1,-1,0,0,1,6,X,O---XO--X
448,-1,0,0,0,1,-1,0,1,0,1,X,O---XO-X-
449,-1,0,0,0,1,-1,1,0,0,2,X,O---XOX--
450,-1,0,0,0,1,1,0,0,-1,3,X,O---XX--O
451,-1,0,0,0,1,1,0,-1,0,3,X,O---XX-O-
452,-1,0,0,0,1,1,-1,0,0,3,X,O---XXO--
453,-1,0,0,-1,0,0,0,1,1,6,X,O--O---XX
454,-1,0,0,-1,0,0,1,0,1,7,X,O--O--X-X
455,-1,0,0,-1,0,0,1,1,0,8,X,O--O--XX-
456,-1,0,0,-1,0,1,0,0,1,2,X,O--O-X--X
457,-1,0,0,-1,0,1,0,1,0,6,X,O--O-X-X-
458,-1,0,0,-1,0,1,1,0,0,2,X,O--O-XX--
459,-1,0,0,-1,1,0,0,0,1,6,X,O--OX---X
460,-1,0,0,-1,1,0,0,1,0,1,X,O--OX--X-
461,-1,0,0,-1,1,0,1,0,0,2,X,O--OX-X--
462,-1,0,0,-1,1,1,0,0,0,6,X,O--OXX---
463,-1,0,0,1,0,0,0,-1,1,5,X,O--X---OX
464,-1,0,0,1,0,0,0,1,-1,4,X,O--X---XO
465,-1,0,0,1,0,0,-1,0,1,5,X,O--X--O-X
466,-1,0,0,1,0,0,-1,1,0,4,X,O--X--OX-
467,-1,0,0,1,0,0,1,0,-1,4,X,O--X--X-O
468,-1,0,0,1,0,0,1,-1,0,4,X,O--X--XO-
469,-1,0,0,1,0,-1,0,0,1,1,X,O--X-O--X
470,-1,0,0,1,0,-1,0,1,0,1,X,O--X-O-X-
471,-1,0,0,1,0,-1,1,0,0,2,X,O--X-OX--
472,-1,0,0,1,0,1,0,0,-1,4,X,O--X-X--O
473,-1,0,0,1,0,1,0,-1,0,4,X,O--X-X-O-
474,-1,0,0,1,0,1,-1,0,0,4,X,O--X-XO--
475,-1,0,0,1,-1,0,0,0,1,1,X,O--XO---X
476,-1,0,0,1,-1,0,0,1,0,8,X,O--XO--X-
477,-1,0,0,1,-1,0,1,0,0,8,X,O--XO-X--
478,-1,0,0,1,-1,1,0,0,0,8,X,O--XOX---
479,-1,0,0,1,1,0,0,0,-1,5,X,O--XX---O
480,-1,0,0,1,1,0,0,-1,0,5,X,O--XX--O-
481,-1,0,0,1,1,0,-1,0,0,5,X,O--XX-O--
482,-1,0,0,1,1,-1,0,0,0,1,X,O--XXO---
483,-1,0,-1,0,0,0,0,1,1,6,X,O-O----XX
484,-1,0,-1,0,0,0,1,0,1,7,X,O-O---X-X
485,-1,0,-1,0,0,0,1,1,0,8,X,O-O---XX-
486,-1,0,-1,0,0,1,0,0,1,1,X,O-O--X--X
487,-1,0,-1,0,0,1,0,1,0,1,X,O-O--X-X-
488,-1,0,-1,0,0,1,1,0,0,1,X,O-O--XX--
489,-1,0,-1,0,1,0,0,0,1,1,X,O-O-X---X
490,-1,0,-1,0,1,0,0,1,0,1,X,O-O-X--X-
491,-1,0,-1,0,1,0,1,0,0,1,X,O-O-X-X--
492,-1,0,-1,0,1,1,0,0,0,3,X,O-O-XX---
493,-1,0,-1,1,0,0,0,0,1,1,X,O-OX----X
494,-1,0,-1,1,0,0,0,1,0,1,X,O-OX---X-
495,-1,0,-1,1,0,0,1,0,0,1,X,O-OX--X--
496,-1,0,-1,1,0,1,0,0,0,4,X,O-OX-X---
497,-1,0,-1,1,1,0,0,0,0,5,X,O-OXX----
498,-1,0,1,0,0,0,0,-1,1,5,X,O-X----OX
499,-1,0,1,0,0,0,0,1,-1,4,X,O-X----XO
500,-1,0,1,0,0,0,-1,0,1,5,X,O-X---O-X
501,-1,0,1,0,0,0,-1,1,0,3,X,O-X---OX-
502,-1,0,1,0,0,0,1,0,-1,4,X,O-X---X-O
503,-1,0,1,0,0,0,1,-1,0,4,X,O-X---XO-
504,-1,0,1,0,0,-1,0,0,1,6,X,O-X--O--X
505,-1,0,1,0,0,-1,0,1,0,4,X,O-X--O-X-
506,-1,0,1,0,0,-1,1,0,0,4,X,O-X--OX--
507,-1,0,1,0,0,1,0,0,-1,4,X,O-X--X--O
508,-1,0,1,0,0,1,0,-1,0,8,X,O-X--X-O-
509,-1,0,1,0,0,1,-1,0,0,8,X,O-X--XO--
510,-1,0,1,0,-1,0,0,0,1,5,X,O-X-O---X
511,-1,0,1,0,-1,0,0,1,0,8,X,O-X-O--X-
512,-1,0,1,0,-1,0,1,0,0,8,X,O-X-O-X--
513,-1,0,1,0,-1,1,0,0,0,8,X,O-X-OX---
514,-1,0,1,0,1,0,0,0,-1,6,X,O-X-X---O
515,-1,0,1,0,1,0,0,-1,0,6,X,O-X-X--O-
516,-1,0,1,0,1,0,-1,0,0,3,X,O-X-X-O--
517,-1,0,1,0,1,-1,0,0,0,6,X,O-X-XO---
518,-1,0,1,-1,0,0,0,0,1,5,X,O-XO----X
519,-1,0,1,-1,0,0,0,1,0,6,X,O-XO---X-
520,-1,0,1,-1,0,0,1,0,0,4,X,O-XO--X--
521,-1,0,1,-1,0,1,0,0,0,8,X,O-XO-X---
522,-1,0,1,-1,1,0,0,0,0,6,X,O-XOX----
523,-1,0,1,1,0,0,0,0,-1,4,X,O-XX----O
524,-1,0,1,1,0,0,0,-1,0,4,X,O-XX---O-
525,-1,0,1,1,0,0,-1,0,0,5,X,O-XX--O--
526,-1,0,1,1,0,-1,0,0,0,1,X,O-XX-O---
527,-1,0,1,1,-1,0,0,0,0,8,X,O-XXO----
528,-1,-1,0,0,0,0,0,1,1,6,X,OO-----XX
529,-1,-1,0,0,0,0,1,0,1,7,X,OO----X-X
530,-1,-1,0,0,0,0,1,1,0,8,X,OO----XX-
531,-1,-1,0,0,0,1,0,0,1,2,X,OO---X--X
532,-1,-1,0,0,0,1,0,1,0,2,X,OO---X-X-
533,-1,-1,0,0,0,1,1,0,0,2,X,OO---XX--
534,-1,-1,0,0,1,0,0,0,1,2,X,OO--X---X
535,-1,-1,0,0,1,0,0,1,0,2,X,OO--X--X-
536,-1,-1,0,0,1,0,1,0,0,2,X,OO--X-X--
537,-1,-1,0,0,1,1,0,0,0,3,X,OO--XX---
538,-1,-1,0,1,0,0,0,0,1,2,X,OO-X----X
539,-1,-1,0,1,0,0,0,1,0,2,X,OO-X---X-
540,-1,-1,0,1,0,0,1,0,0,2,X,OO-X--X--
541,-1,-1,0,1,0,1,0,0,0,4,X,OO-X-X---
542,-1,-1,0,1,1,0,0,0,0,5,X,OO-XX----
543,-1,-1,1,0,0,0,0,0,1,5,X,OOX-----X
544,-1,-1,1,0,0,0,0,1,0,6,X,OOX----X-
545,-1,-1,1,0,0,0,1,0,0,4,X,OOX---X--
546,-1,-1,1,0,0,1,0,0,0,8,X,OOX--X---
547,-1,-1,1,0,1,0,0,0,0,6,X,OOX-X----
548,-1,-1,1,1,0,0,0,0,0,4,X,OOXX-----
549,-1,1,0,0,0,0,0,-1,1,2,X,OX-----OX
550,-1,1,0,0,0,0,0,1,-1,4,X,OX-----XO
551,-1,1,0,0,0,0,-1,0,1,3,X,OX----O-X
552,-1,1,0,0,0,0,-1,1,0,4,X,OX----OX-
553,-1,1,0,0,0,0,1,0,-1,4,X,OX----X-O
554,-1,1,0,0,0,0,1,-1,0,2,X,OX----XO-
555,-1,1,0,0,0,-1,0,0,1,7,X,OX---O--X
556,-1,1,0,0,0,-1,0,1,0,4,X,OX---O-X-
557,-1,1,0,0,0,-1,1,0,0,4,X,OX---OX--
558,-1,1,0,0,0,1,0,0,-1,4,X,OX---X--O
559,-1,1,0,0,0,1,0,-1,0,3,X,OX---X-O-
560,-1,1,0,0,0,1,-1,0,0,3,X,OX---XO--
561,-1,1,0,0,-1,0,0,0,1,2,X,OX--O---X
562,-1,1,0,0,-1,0,0,1,0,8,X,OX--O--X-
563,-1,1,0,0,-1,0,1,0,0,8,X,OX--O-X--
564,-1,1,0,0,-1,1,0,0,0,8,X,OX--OX---
565,-1,1,0,0,1,0,0,0,-1,7,X,OX--X---O
566,-1,1,0,0,1,0,0,-1,0,3,X,OX--X--O-
567,-1,1,0,0,1,0,-1,0,0,7,X,OX--X-O--
568,-1,1,0,0,1,-1,0,0,0,7,X,OX--XO---
569,-1,1,0,-1,0,0,0,0,1,6,X,OX-O----X
570,-1,1,0,-1,0,0,0,1,0,4,X,OX-O---X-
571,-1,1,0,-1,0,0,1,0,0,4,X,OX-O--X--
572,-1,1,0,-1,0,1,0,0,0,6,X,OX-O-X---
573,-1,1,0,-1,1,0,0,0,0,7,X,OX-OX----
574,-1,1,0,1,0,0,0,0,-1,4,X,OX-X----O
575,-1,1,0,1,0,0,0,-1,0,4,X,OX-X---O-
576,-1,1,0,1,0,0,-1,0,0,4,X,OX-X--O--
577,-1,1,0,1,0,-1,0,0,0,2,X,OX-X-O---
578,-1,1,0,1,-1,0,0,0,0,8,X,OX-XO----
579,-1,1,-1,0,0,0,0,0,1,7,X,OXO-----X
580,-1,1,-1,0,0,0,0,1,0,4,X,OXO----X-
581,-1,1,-1,0,0,0,1,0,0,7,X,OXO---X--
582,-1,1,-1,0,0,1,0,0,0,4,X,OXO--X---
583,-1,1,-1,0,1,0,0,0,0,7,X,OXO-X----
584,-1,1,-1,1,0,0,0,0,0,4,X,OXOX-----
585,-1,1,1,0,0,0,0,0,-1,4,X,OXX-----O
586,-1,1,1,0,0,0,0,-1,0,6,X,OXX----O-
587,-1,1,1,0,0,0,-1,0,0,3,X,OXX---O--
588,-1,1,1,0,0,-1,0,0,0,4,X,OXX--O---
589,-1,1,1,0,-1,0,0,0,0,8,X,OXX-O----
590,-1,1,1,-1,0,0,0,0,0,6,X,OXXO-----
591,1,0,0,0,0,0,-1,-1,1,4,X,X-----OOX
592,1,0,0,0,0,0,-1,1,-1,1,X,X-----OXO
593,1,0,0,0,0,0,1,-1,-1,3,X,X-----XOO
594,1,0,0,0,0,-1,0,-1,1,4,X,X----O-OX
595,1,0,0,0,0,-1,0,1,-1,2,X,X----O-XO
596,1,0,0,0,0,-1,-1,0,1,4,X,X----OO-X
597,1,0,0,0,0,-1,-1,1,0,1,X,X----OOX-
598,1,0,0,0,0,-1,1,0,-1,3,X,X----OX-O
599,1,0,0,0,0,-1,1,-1,0,3,X,X----OXO-
600,1,0,0,0,0,1,0,-1,-1,6,X,X----X-OO
601,1,0,0,0,0,1,-1,0,-1,7,X,X----XO-O
602,1,0,0,0,0,1,-1,-1,0,8,X,X----XOO-
603,1,0,0,0,-1,0,0,-1,1,1,X,X---O--OX
604,1,0,0,0,-1,0,0,1,-1,2,X,X---O--XO
605,1,0,0,0,-1,0,-1,0,1,2,X,X---O-O-X
606,1,0,0,0,-1,0,-1,1,0,2,X,X---O-OX-
607,1,0,0,0,-1,0,1,0,-1,3,X,X---O-X-O
608,1,0,0,0,-1,0,1,-1,0,3,X,X---O-XO-
609,1,0,0,0,-1,-1,0,0,1,3,X,X---OO--X
610,1,0,0,0,-1,-1,0,1,0,3,X,X---OO-X-
611,1,0,0,0,-1,-1,1,0,0,3,X,X---OOX--
612,1,0,0,0,-1,1,0,0,-1,1,X,X---OX--O
613,1,0,0,0,-1,1,0,-1,0,1,X,X---OX-O-
614,1,0,0,0,-1,1,-1,0,0,2,X,X---OXO--
615,1,0,0,0,1,0,0,-1,-1,6,X,X---X--OO
616,1,0,0,0,1,0,-1,0,-1,7,X,X---X-O-O
617,1,0,0,0,1,0,-1,-1,0,8,X,X---X-OO-
618,1,0,0,0,1,-1,0,0,-1,2,X,X---XO--O
619,1,0,0,0,1,-1,0,-1,0,8,X,X---XO-O-
620,1,0,0,0,1,-1,-1,0,0,8,X,X---XOO--
621,1,0,0,-1,0,0,0,-1,1,4,X,X--O---OX
622,1,0,0,-1,0,0,0,1,-1,1,X,X--O---XO
623,1,0,0,-1,0,0,-1,0,1,4,X,X--O--O-X
624,1,0,0,-1,0,0,-1,1,0,1,X,X--O--OX-
625,1,0,0,-1,0,0,1,0,-1,2,X,X--O--X-O
626,1,0,0,-1,0,0,1,-1,0,2,X,X--O--XO-
627,1,0,0,-1,0,-1,0,0,1,4,X,X--O-O--X
628,1,0,0,-1,0,-1,0,1,0,4,X,X--O-O-X-
629,1,0,0,-1,0,-1,1,0,0,4,X,X--O-OX--
630,1,0,0,-1,0,1,0,0,-1,1,X,X--O-X--O
631,1,0,0,-1,0,1,0,-1,0,2,X,X--O-X-O-
632,1,0,0,-1,0,1,-1,0,0,2,X,X--O-XO--
633,1,0,0,-1,-1,0,0,0,1,5,X,X--OO---X
634,1,0,0,-1,-1,0,0,1,0,5,X,X--OO--X-
635,1,0,0,-1,-1,0,1,0,0,5,X,X--OO-X--
636,1,0,0,-1,-1,1,0,0,0,2,X,X--OOX---
637,1,0,0,-1,1,0,0,0,-1,1,X,X--OX---O
638,1,0,0,-1,1,0,0,-1,0,8,X,X--OX--O-
639,1,0,0,-1,1,0,-1,0,0,8,X,X--OX-O--
640,1,0,0,-1,1,-1,0,0,0,8,X,X--OXO---
641,1,0,0,1,0,0,0,-1,-1,6,X,X--X---OO
642,1,0,0,1,0,0,-1,0,-1,7,X,X--X--O-O
643,1,0,0,1,0,0,-1,-1,0,8,X,X--X--OO-
644,1,0,0,1,0,-1,0,0,-1,6,X,X--X-O--O
645,1,0,0,1,0,-1,0,-1,0,6,X,X--X-O-O-
646,1,0,0,1,0,-1,-1,0,0,2,X,X--X-OO--
647,1,0,0,1,-1,0,0,0,-1,6,X,X--XO---O
648,1,0,0,1,-1,0,0,-1,0,6,X,X--XO--O-
649,1,0,0,1,-1,0,-1,0,0,2,X,X--XO-O--
650,1,0,0,1,-1,-1,0,0,0,6,X,X--XOO---
651,1,0,-1,0,0,0,0,-1,1,4,X,X-O----OX
652,1,0,-1,0,0,0,0,1,-1,5,X,X-O----XO
653,1,0,-1,0,0,0,-1,0,1,4,X,X-O---O-X
654,1,0,-1,0,0,0,-1,1,0,4,X,X-O---OX-
655,1,0,-1,0,0,0,1,0,-1,3,X,X-O---X-O
656,1,0,-1,0,0,0,1,-1,0,3,X,X-O---XO-
657,1,0,-1,0,0,-1,0,0,1,4,X,X-O--O--X
658,1,0,-1,0,0,-1,0,1,0,8,X,X-O--O-X-
659,1,0,-1,0,0,-1,1,0,0,3,X,X-O--OX--
660,1,0,-1,0,0,1,0,0,-1,3,X,X-O--X--O
661,1,0,-1,0,0,1,0,-1,0,3,X,X-O--X-O-
662,1,0,-1,0,0,1,-1,0,0,4,X,X-O--XO--
663,1,0,-1,0,-1,0,0,0,1,6,X,X-O-O---X
664,1,0,-1,0,-1,0,0,1,0,6,X,X-O-O--X-
665,1,0,-1,0,-1,0,1,0,0,3,X,X-O-O-X--
666,1,0,-1,0,-1,1,0,0,0,6,X,X-O-OX---
667,1,0,-1,0,1,0,0,0,-1,5,X,X-O-X---O
668,1,0,-1,0,1,0,0,-1,0,8,X,X-O-X--O-
669,1,0,-1,0,1,0,-1,0,0,8,X,X-O-X-O--
670,1,0,-1,0,1,-1,0,0,0,8,X,X-O-XO---
671,1,0,-1,-1,0,0,0,0,1,4,X,X-OO----X
672,1,0,-1,-1,0,0,0,1,0,4,X,X-OO---X-
673,1,0,-1,-1,0,0,1,0,0,8,X,X-OO--X--
674,1,0,-1,-1,0,1,0,0,0,1,X,X-OO-X---
675,1,0,-1,-1,1,0,0,0,0,8,X,X-OOX----
676,1,0,-1,1,0,0,0,0,-1,6,X,X-OX----O
677,1,0,-1,1,0,0,0,-1,0,6,X,X-OX---O-
678,1,0,-1,1,0,0,-1,0,0,4,X,X-OX--O--
679,1,0,-1,1,0,-1,0,0,0,6,X,X-OX-O---
680,1,0,-1,1,-1,0,0,0,0,6,X,X-OXO----
681,1,0,1,0,0,0,0,-1,-1,1,X,X-X----OO
682,1,0,1,0,0,0,-1,0,-1,1,X,X-X---O-O
683,1,0,1,0,0,0,-1,-1,0,1,X,X-X---OO-
684,1,0,1,0,0,-1,0,0,-1,1,X,X-X--O--O
685,1,0,1,0,0,-1,0,-1,0,1,X,X-X--O-O-
686,1,0,1,0,0,-1,-1,0,0,1,X,X-X--OO--
687,1,0,1,0,-1,0,0,0,-1,1,X,X-X-O---O
688,1,0,1,0,-1,0,0,-1,0,1,X,X-X-O--O-
689,1,0,1,0,-1,0,-1,0,0,1,X,X-X-O-O--
690,1,0,1,0,-1,-1,0,0,0,1,X,X-X-OO---
691,1,0,1,-1,0,0,0,0,-1,1,X,X-XO----O
692,1,0,1,-1,0,0,0,-1,0,1,X,X-XO---O-
693,1,0,1,-1,0,0,-1,0,0,1,X,X-XO--O--
694,1,0,1,-1,0,-1,0,0,0,1,X,X-XO-O---
695,1,0,1,-1,-1,0,0,0,0,1,X,X-XOO----
696,1,-1,0,0,0,0,0,-1,1,4,X,XO-----OX
697,1,-1,0,0,0,0,0,1,-1,2,X,XO-----XO
698,1,-1,0,0,0,0,-1,0,1,4,X,XO----O-X
699,1,-1,0,0,0,0,-1,1,0,2,X,XO----OX-
700,1,-1,0,0,0,0,1,0,-1,3,X,XO----X-O
701,1,-1,0,0,0,0,1,-1,0,3,X,XO----XO-
702,1,-1,0,0,0,-1,0,0,1,4,X,XO---O--X
703,1,-1,0,0,0,-1,0,1,0,6,X,XO---O-X-
704,1,-1,0,0,0,-1,1,0,0,3,X,XO---OX--
705,1,-1,0,0,0,1,0,0,-1,3,X,XO---X--O
706,1,-1,0,0,0,1,0,-1,0,4,X,XO---X-O-
707,1,-1,0,0,0,1,-1,0,0,4,X,XO---XO--
708,1,-1,0,0,-1,0,0,0,1,7,X,XO--O---X
709,1,-1,0,0,-1,0,0,1,0,6,X,XO--O--X-
710,1,-1,0,0,-1,0,1,0,0,3,X,XO--O-X--
711,1,-1,0,0,-1,1,0,0,0,7,X,XO--OX---
712,1,-1,0,0,1,0,0,0,-1,3,X,XO--X---O
713,1,-1,0,0,1,0,0,-1,0,8,X,XO--X--O-
714,1,-1,0,0,1,0,-1,0,0,8,X,XO--X-O--
715,1,-1,0,0,1,-1,0,0,0,8,X,XO--XO---
716,1,-1,0,-1,0,0,0,0,1,4,X,XO-O----X
717,1,-1,0,-1,0,0,0,1,0,8,X,XO-O---X-
718,1,-1,0,-1,0,0,1,0,0,4,X,XO-O--X--
719,1,-1,0,-1,0,1,0,0,0,8,X,XO-O-X---
720,1,-1,0,-1,1,0,0,0,0,8,X,XO-OX----
721,1,-1,0,1,0,0,0,0,-1,6,X,XO-X----O
722,1,-1,0,1,0,0,0,-1,0,6,X,XO-X---O-
723,1,-1,0,1,0,0,-1,0,0,4,X,XO-X--O--
724,1,-1,0,1,0,-1,0,0,0,6,X,XO-X-O---
725,1,-1,0,1,-1,0,0,0,0,6,X,XO-XO----
726,1,-1,-1,0,0,0,0,0,1,4,X,XOO-----X
727,1,-1,-1,0,0,0,0,1,0,6,X,XOO----X-
728,1,-1,-1,0,0,0,1,0,0,3,X,XOO---X--
729,1,-1,-1,0,0,1,0,0,0,3,X,XOO--X---
730,1,-1,-1,0,1,0,0,0,0,8,X,XOO-X----
731,1,-1,-1,1,0,0,0,0,0,6,X,XOOX-----
732,1,-1,1,0,0,0,0,0,-1,6,X,XOX-----O
733,1,-1,1,0,0,0,0,-1,0,4,X,XOX----O-
734,1,-1,1,0,0,0,-1,0,0,8,X,XOX---O--
735,1,-1,1,0,0,-1,0,0,0,4,X,XOX--O---
736,1,-1,1,0,-1,0,0,0,0,7,X,XOX-O----
737,1,-1,1,-1,0,0,0,0,0,4,X,XOXO-----
738,1,1,0,0,0,0,0,-1,-1,2,X,XX-----OO
739,1,1,0,0,0,0,-1,0,-1,2,X,XX----O-O
740,1,1,0,0,0,0,-1,-1,0,2,X,XX----OO-
741,1,1,0,0,0,-1,0,0,-1,2,X,XX---O--O
742,1,1,0,0,0,-1,0,-1,0,2,X,XX---O-O-
743,1,1,0,0,0,-1,-1,0,0,2,X,XX---OO--
744,1,1,0,0,-1,0,0,0,-1,2,X,XX--O---O
745,1,1,0,0,-1,0,0,-1,0,2,X,XX--O--O-
746,1,1,0,0,-1,0,-1,0,0,2,X,XX--O-O--
747,1,1,0,0,-1,-1,0,0,0,2,X,XX--OO---
748,1,1,0,-1,0,0,0,0,-1,2,X,XX-O----O
749,1,1,0,-1,0,0,0,-1,0,2,X,XX-O---O-
750,1,1,0,-1,0,0,-1,0,0,2,X,XX-O--O--
751,1,1,0,-1,0,-1,0,0,0,2,X,XX-O-O---
752,1,1,0,-1,-1,0,0,0,0,2,X,XX-OO----
753,1,1,-1,0,0,0,0,0,-1,5,X,XXO-----O
754,1,1,-1,0,0,0,0,-1,0,6,X,XXO----O-
755,1,1,-1,0,0,0,-1,0,0,4,X,XXO---O--
756,1,1,-1,0,0,-1,0,0,0,8,X,XXO--O---
757,1,1,-1,0,-1,0,0,0,0,6,X,XXO-O----
758,1,1,-1,-1,0,0,0,0,0,4,X,XXOO-----
759,0,0,0,-1,-1,1,-1,1,1,2,X,---OOXOXX
760,0,0,0,-1,-1,1,1,-1,1,2,X,---OOXXOX
761,0,0,0,-1,-1,1,1,1,-1,0,X,---OOXXXO
762,0,0,0,-1,1,-1,-1,1,1,0,X,---OXOOXX
763,0,0,0,-1,1,-1,1,-1,1,0,X,---OXOXOX
764,0,0,0,-1,1,-1,1,1,-1,1,X,---OXOXXO
765,0,0,0,-1,1,1,-1,-1,1,0,X,---OXXOOX
766,0,0,0,-1,1,1,-1,1,-1,1,X,---OXXOXO
767,0,0,0,-1,1,1,1,-1,-1,2,X,---OXXXOO
768,0,0,0,1,-1,-1,-1,1,1,2,X,---XOOOXX
769,0,0,0,1,-1,-1,1,-1,1,0,X,---XOOXOX
770,0,0,0,1,-1,-1,1,1,-1,0,X,---XOOXXO
771,0,0,0,1,-1,1,-1,-1,1,2,X,---XOXOOX
772,0,0,0,1,-1,1,-1,1,-1,0,X,---XOXOXO
773,0,0,0,1,-1,1,1,-1,-1,0,X,---XOXXOO
774,0,0,0,1,1,-1,-1,-1,1,0,X,---XXOOOX
775,0,0,0,1,1,-1,-1,1,-1,1,X,---XXOOXO
776,0,0,0,1,1,-1,1,-1,-1,0,X,---XXOXOO
777,0,0,-1,0,-1,1,1,-1,1,1,X,--O-OXXOX
778,0,0,-1,0,-1,1,1,1,-1,0,X,--O-OXXXO
779,0,0,-1,0,1,-1,-1,1,1,0,X,--O-XOOXX
780,0,0,-1,0,1,-1,1,-1,1,0,X,--O-XOXOX
781,0,0,-1,0,1,1,-1,-1,1,0,X,--O-XXOOX
782,0,0,-1,0,1,1,-1,1,-1,1,X,--O-XXOXO
783,0,0,-1,0,1,1,1,-1,-1,3,X,--O-XXXOO
784,0,0,-1,-1,0,1,-1,1,1,0,X,--OO-XOXX
785,0,0,-1,-1,0,1,1,-1,1,0,X,--OO-XXOX
786,0,0,-1,-1,0,1,1,1,-1,0,X,--OO-XXXO
787,0,0,-1,-1,-1,1,0,1,1,6,X,--OOOX-XX
788,0,0,-1,-1,-1,1,1,0,1,7,X,--OOOXX-X
789,0,0,-1,-1,-1,1,1,1,0,8,X,--OOOXXX-
790,0,0,-1,-1,1,0,-1,1,1,0,X,--OOX-OXX
791,0,0,-1,-1,1,0,1,-1,1,0,X,--OOX-XOX
792,0,0,-1,-1,1,0,1,1,-1,1,X,--OOX-XXO
793,0,0,-1,-1,1,-1,0,1,1,0,X,--OOXO-XX
794,0,0,-1,-1,1,-1,1,0,1,0,X,--OOXOX-X
795,0,0,-1,-1,1,-1,1,1,0,1,X,--OOXOXX-
796,0,0,-1,-1,1,1,0,-1,1,0,X,--OOXX-OX
797,0,0,-1,-1,1,1,0,1,-1,1,X,--OOXX-XO
798,0,0,-1,-1,1,1,-1,0,1,0,X,--OOXXO-X
799,0,0,-1,-1,1,1,-1,1,0,1,X,--OOXXOX-
800,0,0,-1,-1,1,1,1,0,-1,0,X,--OOXXX-O
801,0,0,-1,-1,1,1,1,-1,0,0,X,--OOXXXO-
802,0,0,-1,1,0,-1,-1,1,1,4,X,--OX-OOXX
803,0,0,-1,1,0,-1,1,-1,1,0,X,--OX-OXOX
804,0,0,-1,1,0,1,-1,-1,1,4,X,--OX-XOOX
805,0,0,-1,1,0,1,-1,1,-1,4,X,--OX-XOXO
806,0,0,-1,1,0,1,1,-1,-1,0,X,--OX-XXOO
807,0,0,-1,1,-1,0,1,-1,1,0,X,--OXO-XOX
808,0,0,-1,1,-1,0,1,1,-1,0,X,--OXO-XXO
809,0,0,-1,1,-1,-1,0,1,1,6,X,--OXOO-XX
810,0,0,-1,1,-1,-1,1,0,1,0,X,--OXOOX-X
811,0,0,-1,1,-1,-1,1,1,0,0,X,--OXOOXX-
812,0,0,-1,1,-1,1,0,-1,1,0,X,--OXOX-OX
813,0,0,-1,1,-1,1,0,1,-1,0,X,--OXOX-XO
814,0,0,-1,1,-1,1,1,0,-1,0,X,--OXOXX-O
815,0,0,-1,1,-1,1,1,-1,0,0,X,--OXOXXO-
816,0,0,-1,1,1,0,-1,-1,1,0,X,--OXX-OOX
817,0,0,-1,1,1,0,-1,1,-1,1,X,--OXX-OXO
818,0,0,-1,1,1,0,1,-1,-1,0,X,--OXX-XOO
819,0,0,-1,1,1,-1,0,-1,1,0,X,--OXXO-OX
820,0,0,-1,1,1,-1,-1,0,1,0,X,--OXXOO-X
821,0,0,-1,1,1,-1,-1,1,0,1,X,--OXXOOX-
822,0,0,-1,1,1,-1,1,-1,0,0,X,--OXXOXO-
823,0,0,1,0,-1,-1,-1,1,1,3,X,--X-OOOXX
824,0,0,1,0,-1,-1,1,-1,1,0,X,--X-OOXOX
825,0,0,1,0,-1,-1,1,1,-1,0,X,--X-OOXXO
826,0,0,1,0,-1,1,-1,1,-1,0,X,--X-OXOXO
